index,title,ingredients,directions
609,bees-mac-and-cheese-bake,"['1 (16 ounce) package uncooked pasta shells', '1 (10.75 ounce) can condensed cream of mushroom soup', '1 (16 ounce) package shredded Cheddar cheese', '1 (2.5 ounce) jar chopped pimentos, drained', '4 ounces soda crackers, crushed']","Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a large casserole dish. Bring a large pot of lightly salted water to a boil. Stir in shell pasta and cook 12 minutes, or until tender but still firm. Drain, and transfer to a large bowl. Mix cream of mushroom soup, Cheddar cheese, and pimentos with the pasta. Pour into the prepared casserole dish. Top with crushed crackers. Cover dish, and bake 30 minutes in the preheated oven. Remove cover, and continue baking 15 minutes, until cheese is bubbly and crackers are lightly browned. "
610,tuna-mac,"['6 cups water', '1 (7.25 ounce) package macaroni and cheese dinner mix', '1/4 cup margarine, cut into pieces', '1/4 cup milk', '1 (6 ounce) can tuna, drained and flaked', '1 (4.5 ounce) can sliced mushrooms, drained', '1 cup bread crumbs']","Preheat oven to 350 degrees F (175 degrees C). Bring water to boil in a saucepan. Cook macaroni at a boil, stirring occasionally, until tender, 7 to 8 minutes; drain. Return macaroni to the saucepan. Stir cheese sauce mixture from the packet, margarine, and milk into the macaroni until the margarine melts and the macaroni is evenly coated in sauce. Add tuna and mushrooms; stir. Pour macaroni mixture into a small casserole dish; top with bread crumbs. Bake in preheated oven until hot, about 30 minutes. "
611,healthy-creamy-mac-and-cheese,"['1 head cauliflower, chopped', '1 (8 ounce) package elbow macaroni', '1 cup plain Greek yogurt', '1 cup low-sodium chicken broth', '2 tablespoons olive oil', '4 ounces reduced-fat Cheddar cheese, cubed', '3 tablespoons nutritional yeast flakes', '1 teaspoon mustard powder', '1/2 teaspoon garlic powder', '1/4 teaspoon cayenne pepper', '1/8 teaspoon ground nutmeg', '1/4 cup grated Parmesan cheese', '1/2 cup panko bread crumbs']","Preheat oven to 375 degrees F (190 degrees C). Place a steamer insert into a saucepan and fill with water to just below the bottom of the steamer. Bring water to a boil. Add cauliflower, cover, and steam until tender, about 25 minutes. Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally until cooked through but firm to the bite, 8 minutes. Drain and transfer to a 9x13-inch casserole dish. Blend cauliflower, yogurt, chicken broth, and olive oil in a blender until smooth; pour cauliflower mixture into a saucepan over medium heat. Stir Cheddar cheese, nutritional yeast, mustard powder, garlic powder, cayenne pepper, and nutmeg into cauliflower mixture; cook and stir until cheese sauce is smooth, about 5 minutes. Pour cheese sauce over macaroni; toss to coat. Bake in the preheated oven for 15 minutes. Mix Parmesan cheese and panko crumbs together in a bowl; sprinkle over macaroni. Bake until Parmesan cheese is melted, 3 to 5 minutes. "
612,healthier-homemade-mac-and-cheese,"['1 (16 ounce) package whole wheat macaroni (such as Smart Taste \xc2\xae)', '2 tablespoons butter', '2 1/2 tablespoons all-purpose flour', '2 cups shredded low-fat Cheddar cheese', '1/2 cup grated Parmesan cheese', '3 cups low-fat (1%) milk', '2 tablespoons butter', '1/2 cup whole wheat bread crumbs', '1 pinch paprika']","Preheat oven to 350 degrees F (175 degrees C). Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in boiling water, stirring occasionally until cooked through but firm to the bite, 8 minutes. Drain. Melt 2 tablespoons butter in a saucepan over medium heat. Stir in flour to make a roux. Slowly add milk to roux, stirring constantly. Stir in Cheddar and Parmesan cheeses and cook over low heat until cheese is melted and sauce is thick, about 3 minutes. Place macaroni in large baking dish and pour sauce over macaroni. Stir well. Melt 2 tablespoons butter in a skillet over medium heat. Add breadcrumbs and stir until butter is absorbed, 2 to 3 minutes. Spread over macaroni to cover. Sprinkle with paprika. Bake in preheated oven until cheese sauce is hot and breadcrumbs are browned, about 30 minutes. "
613,lobster-mac-and-cheese,"['1 (16 ounce) package elbow macaroni', '1 (2 pound) lobster, split', '2 tablespoons butter', '1 small onion, diced', '1 clove garlic, minced', '1 shallot, chopped', '10 black peppercorns', '2 cups milk', '5 tablespoons butter', '5 tablespoons all-purpose flour', '1 pound shredded Gruyere cheese', '3 cups shredded Cheddar cheese', '1 cup grated Romano cheese', 'kosher salt and pepper to taste', '3 tablespoons panko bread crumbs']","Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the macaroni, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 8 minutes. Reserve about 2 cups of the hot pasta water, then drain the pasta in a colander set in the sink, and rinse with cold water to cool. Set aside. Return the pasta water to the large pot, and place the lobster halves in the pot, cut-side up. Return the water to a boil, then reduce heat to medium-low, cover, and steam the lobster just until the meat firms and turns opaque, about 3 minutes. Remove the lobster and allow to cool for a few minutes, then remove the meat and cut into bite sized pieces. Reserve the shells. Melt 2 tablespoons of butter in a saucepan over medium heat. Stir in the onion and cook until the onion has softened and turned translucent, about 5 minutes; scrape the onions into a small bowl and set aside. Place the reserved lobster shells, garlic, shallots, peppercorns, and milk into the saucepan. Bring to a gentle simmer over medium heat, and cook for 20 minutes. Preheat oven to 350 degrees F (175 degrees C). Melt 5 tablespoons of butter in a saucepan over medium-low heat. Whisk in the flour, and stir until the mixture becomes paste-like and light golden brown, about 10 minutes. Strain the milk through a mesh sieve. Gradually whisk the milk into the flour mixture, and bring to a simmer over medium heat. Cook and stir until the mixture is thick and smooth, 10 to 15 minutes. Stir the Gruyere, Cheddar, and Romano cheeses into the thickened milk mixture until melted and smooth. Season to taste with salt and pepper, then stir in the reserved lobster, onions, and macaroni. Pour the macaroni into a 4 quart casserole and smooth the top. Sprinkle evenly with the panko crumbs. Bake in the preheated oven until the sauce is bubbly, and the top is golden brown, 8 to 12 minutes. "
614,the-ultimate-macaroni-cheese-and-peas,"['6 ounces whole grain elbow macaroni', '2 tablespoons butter', '2 tablespoons all-purpose flour', '1/2 teaspoon dry mustard', '1/4 teaspoon salt', '1/8 teaspoon black pepper', '1 1/2 cups fat-free milk', '1 cup shredded reduced-fat sharp Cheddar cheese', '1 cup shredded part-skim mozzarella cheese', '1 (15 ounce) can Del Monte\xc2\xae Sweet Peas, drained', '2 tablespoons seasoned fine dry bread crumbs', '2 tablespoons grated Parmesan cheese', '2 teaspoons butter, melted']","Preheat oven to 425 degrees F. Cook macaroni according to package directions; drain. Cover and keep warm. Meanwhile, for cheese sauce, melt the 2 tablespoons butter over medium heat in a medium saucepan. Stir in flour, mustard, salt and pepper until combined. Add milk all at once. Cook and stir for 5 minutes or until thick and bubbly. Cook and stir for 2 more minutes. Remove saucepan from heat. Add cheddar and mozzarella cheeses, stirring until cheese is melted and sauce is smooth. Stir cheese sauce and canned peas into the cooked macaroni. Heat through. Pour into a greased 2-quart baking dish. Combine breadcrumbs, Parmesan cheese and the 2 teaspoons melted butter in a small bowl. Sprinkle over macaroni. Bake, uncovered, for 20 minutes or until topping is golden brown. Let stand for 10 minutes before serving. "
615,three-cheese-macaroni-with-tomatoes,"['2 pounds elbow macaroni', '8 ounces Colby-Jack cheese, cubed', '8 ounces Cheddar cheese, cubed', '8 ounces white Cheddar cheese, cubed', '2 (14 ounce) cans stewed tomatoes, undrained, crushed', '1 cup dry bread crumbs']","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a medium baking dish. Bring a large pot of lightly salted water to a boil. Place macaroni in the pot, cook for 8 to 10 minutes, until al dente, and drain. In the baking dish, mix the cooked macaroni, Colby-Jack cheese, Cheddar cheese, white Cheddar cheese, and tomatoes with juice. Sprinkle bread crumbs evenly over top. Bake 30 minutes in the preheated oven, until bubbly and lightly brown. "
616,best-mac-n-cheese-ever,"['cooking spray', '1 (16 ounce) package elbow macaroni', '1 cup evaporated milk', '4 extra large eggs', '1 (16 ounce) container sour cream', '2 teaspoons seasoned salt', '2 teaspoons ground black pepper', '2 cups shredded Cheddar cheese', '2 cups shredded Cheddar-Monterey Jack cheese blend', '6 slices processed cheese food (such as Velveeta\xc2\xae), torn into 4 pieces', '1/2 cup butter, melted']","Preheat oven to 350 degrees F (175 degrees C). Spray a 9x13-inch baking dish with cooking spray. Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally until cooked through but firm to the bite, 8 minutes. Drain; pour macaroni into the prepared dish. Beat eggs, sour cream, seasoned salt, and black pepper into a smooth mixture; stir Cheddar cheese and Cheddar-Monterey Jack cheese into mixture until thoroughly combined. Pour over macaroni and mix well. Top casserole with torn pieces of processed cheese. Drizzle melted butter over casserole, especially along the sides. Bake in the preheated oven until casserole is bubbling and cheese has melted, about 30 minutes. "
617,not-your-moms-mac-and-cheese,"['1 (16 ounce) package gemelli (small twisted pasta)', '1 tablespoon olive oil', '1 pound lean ground beef', 'salt and ground black pepper to taste', '3 tablespoons butter', '3 tablespoons all-purpose flour', '3 cups milk', '1 cup shredded fontina cheese', '1 cup shredded sharp Cheddar cheese', '1 cup shredded white Cheddar cheese', '1/4 cup grated Parmesan cheese', '1/8 teaspoon paprika', '1/8 teaspoon ground nutmeg', '1/8 teaspoon garlic powder', '1 pinch ground cinnamon', '1 pinch chili powder', '2 tablespoons butter', '1/2 cup Italian-seasoned breadcrumbs', '2 tablespoons grated Parmesan cheese']","Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the gemelli, and return to a boil. Cook uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 8 minutes. Drain well in a colander set in the sink. Add olive oil, and toss pasta until coated; set aside. Heat a large skillet over medium-high heat and stir in the ground beef. Season with salt and black pepper. Cook and stir until the beef is crumbly, evenly browned, and no longer pink, about 10 minutes. Drain and discard any excess grease. Set aside. Preheat an oven to 350 degrees F (175 degrees C). Heat 3 tablespoons butter and the flour in a large skillet over low heat. Cook and stir until the butter is melted and the flour is incorporated, then slowly whisk in the milk. Stir in the fontina cheese, sharp Cheddar cheese, white Cheddar cheese, and 1/4 cup Parmesan cheese; cook, whisking constantly, until cheese is melted and sauce is thickened, about 5 minutes. Season with paprika, nutmeg, garlic powder, cinnamon, and chili powder. Season to taste with salt and black pepper. Stir in the pasta and beef, and transfer mixture to a large baking dish. Combine 2 tablespoons butter, bread crumbs, and the remaining 2 tablespoons Parmesan cheese in a bowl. Sprinkle mixture over the pasta in the baking dish. Bake in the preheated oven until bubbly, about 12 minutes, then set the oven on broil. Broil until lightly browned, about 3 more minutes. "
618,old-fashioned-mac-and-cheese,"['2 cups uncooked elbow macaroni', '4 tablespoons butter', '2 tablespoons all-purpose flour', '2 cups milk', '1/4 onion, minced', 'salt and pepper to taste', '1/4 pound processed cheese food', '1/4 pound shredded Cheddar cheese', '1/4 pound shredded Swiss cheese']","Preheat oven to 350 degrees F (175 degrees C). Prepare the elbow macaroni according to package directions. Meanwhile, melt the butter in a small saucepan over medium high heat. Stir in the flour until a cream colored paste forms. Then pour in the milk and stir constantly until this comes to a hard boil, then stir for 1 more minute. Remove from heat and set aside. When the macaroni is cooked, spread 1/2 of it into the bottom of a lightly greased 9x13-inch baking dish. Then layer 1/2 of the grated onion, 1/2 of the salt and pepper and 1/2 of each of the cheeses. Repeat this one more time: macaroni, onion, salt and pepper and cheeses, and then pour the reserved white sauce over all. Top off with small pats of butter to taste. Cover and bake at 350 degrees F (175 degrees C) for 45 minutes. "
619,dannys-macaroni-and-cheese,"['1 (8 ounce) package elbow macaroni', '1 (14.5 ounce) can stewed tomatoes', '1 (8 ounce) package shredded sharp Cheddar cheese']","Preheat oven to 350 degrees F (175 degrees C). Bring a large pot of lightly salted water to a boil. Add macaroni and cook until almost done, about 8 minutes; drain. Mix cooked macaroni with tomatoes and shredded cheese. Pour into a baking dish and bake in a preheated oven for 30 minutes. "
620,reuben-mac-and-cheese,"['3 slices rye bread, torn', '1/3 cup panko bread crumbs', '1 (16 ounce) package egg noodles', '3 tablespoons butter', '1 cup chopped onion', '1 teaspoon salt', '1/2 teaspoon ground black pepper', '1/4 cup spicy brown mustard', '3 tablespoons all-purpose flour', '3 cups hot milk', '3 cups shredded Swiss cheese, or more to taste - divided', '1 1/2 cups sauerkraut, drained (reserve juice)', '1/2 pound deli sliced corn beef, or more to taste', '3 tablespoons butter, melted']","Preheat oven to 350 degrees F (175 degrees C). Butter a 2-quart casserole dish. Place torn rye bread into a food processor and pulse several times to make crumbs; combine rye crumbs with panko crumbs in a bowl and set aside. Bring a large pot of lightly salted water to a boil. Cook egg noodles in the boiling water, stirring occasionally until cooked through but firm to the bite, about 5 minutes. Drain noodles and set aside. Melt 3 tablespoons butter in a large saucepan over medium heat; cook and stir onion until lightly browned, about 15 minutes. Season with salt and black pepper; stir in brown mustard. Remove from heat, stir in flour until smooth, and gradually whisk in milk. Sauce will thicken. Whisk 1 1/2 cup Swiss cheese into the sauce, stirring until the cheese has melted and the sauce is smooth. Stir sauerkraut with about 1 tablespoon of reserved juice and corned beef into the cheese sauce. Transfer cooked noodles to the prepared casserole dish and pour in the sauce; stir to combine. Sprinkle remaining 1 1/2 cup Swiss cheese in an even layer over the top. Bake casserole in the preheated oven until bubbling, about 20 minutes. Remove casserole from oven and set the oven to broil. Stir 3 tablespoons melted butter into the reserved rye and panko crumbs until thoroughly combined and sprinkle top of casserole with rye crumb mixture. Return to oven and broil until the crumbs are golden brown, about 2 more minutes. Watch carefully to prevent burning. "
621,beef-mac-casserole,"['1 (16 ounce) package uncooked pasta shells', '1 pound ground beef', '1/4 cup chopped onions', '1/4 cup chopped green bell pepper', '1 (3 ounce) package pepperoni, sliced', '2 (8 ounce) cans tomato sauce', '2 cups tomato juice', '3/4 teaspoon dried oregano', '1/2 teaspoon celery salt', '1/4 teaspoon onion powder', '1/4 teaspoon garlic salt', '1/4 teaspoon dried basil', '1/8 teaspoon crushed red pepper flakes', '2 cups shredded mozzarella cheese']","Preheat an oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish. Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the shell pasta, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 13 minutes. Drain well in a colander set in the sink. Heat a large skillet over medium-high heat. Cook and stir ground beef, onion, and green pepper until browned. Drain off excess grease. Stir in pepperoni, tomato sauce, tomato juice, oregano, celery salt, onion powder, garlic salt, basil, red pepper flakes, and cooked pasta. Pour into the prepared baking dish and cover with aluminum foil. Bake in the preheated oven for 20 minutes. Remove casserole from oven and sprinkle with mozzarella cheese. Return to the oven and bake until the cheese melts, about 5 minutes. "
622,maries-homemade-mac-and-cheese,"['2 pounds uncooked elbow macaroni', '2 (10.75 ounce) cans condensed Cheddar cheese soup', '4 eggs, beaten', '2 3/4 cups milk', '2 pounds Cheddar cheese, shredded, divided', 'salt and pepper to taste']","Preheat oven to 400 degrees F (200 degrees C). Bring a large pot of lightly salted water to a boil. Add macaroni and cook for 8 to 10 minutes or until al dente; drain. In a 9x13 inch baking dish combine soup, eggs, milk, half of the cheese, cooked macaroni, salt and pepper. Mix well and then top with remaining cheese. Cover and bake 45 minutes in the preheated oven. Remove cover and bake for another 10 to 15 minutes, until top is lightly browned. "
623,baked-mac-and-cheese-with-sour-cream-and-cottage-cheese,"['cooking spray', '1 (16 ounce) package elbow macaroni', '2 (8 ounce) packages mild Cheddar cheese, shredded, divided', '1 (8 ounce) package sharp Cheddar cheese, shredded', '3/4 cup sour cream', '3/4 cup cottage cheese', '1 egg', 'salt and ground black pepper to taste']","Preheat oven to 350 degrees F (175 degrees C). Spray a 9x13-inch baking dish with cooking spray. Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally, until cooked through but firm to the bite, 8 minutes; drain. Reserve 1/2 cup shredded mild Cheddar cheese for later use Mix mild Cheddar cheese, sharp Cheddar cheese, sour cream, cottage cheese, and egg together in a bowl; season with salt and pepper. Stir cooked macaroni into cheese mixture. Pour macaroni mixture evenly into the prepared baking dish; sprinkle with the reserved 1/2 cup Cheddar cheese. Bake in the preheated oven until cheese is melted and bubbling, 40 minutes. Let cool for 10 minutes before serving. "
624,homemade-mac-and-cheese,"['8 ounces uncooked elbow macaroni', '2 cups shredded sharp Cheddar cheese', '1/2 cup grated Parmesan cheese', '3 cups milk', '1/4 cup butter', '2 1/2 tablespoons all-purpose flour', '2 tablespoons butter', '1/2 cup bread crumbs', '1 pinch paprika']","Cook macaroni according to the package directions. Drain. In a saucepan, melt butter or margarine over medium heat. Stir in enough flour to make a roux. Add milk to roux slowly, stirring constantly. Stir in cheeses, and cook over low heat until cheese is melted and the sauce is a little thick. Put macaroni in large casserole dish, and pour sauce over macaroni. Stir well. Melt butter or margarine in a skillet over medium heat. Add breadcrumbs and brown. Spread over the macaroni and cheese to cover. Sprinkle with a little paprika. Bake at 350 degrees F (175 degrees C) for 30 minutes. Serve. "
625,mac-and-cheese-and-beer,"['3 sourdough pretzels, crushed', '2 tablespoons grated Parmesan cheese', '1 (16 ounce) package whole wheat elbow macaroni', '6 slices bacon, chopped', '1 tablespoon butter', '1 onion, diced', '2 stalks celery, diced', '2 carrots, diced', '2 cloves garlic, minced', '3 tablespoons all-purpose flour', '2 tablespoons Dijon mustard', '1 (12 fluid ounce) bottle beer', '2 1/2 cups milk', '3 cups shredded sharp Cheddar cheese', '1/2 teaspoon ground red pepper', 'salt and pepper, to taste']","Combine the crushed pretzels and parmesan cheese in a small bowl. Set aside. Fill a large pot with lightly salted water, and bring to a rolling boil over high heat. Once the water is boiling, stir in the macaroni, and return to a boil. Cook until the pasta has cooked through, but is still firm to the bite, about 8 minutes. Drain well. Place the bacon in a large, deep pot, and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Place the bacon slices on a paper towel-lined plate. Pour off the bacon fat, reserving 2 tablespoons of the fat. Melt the butter in the saucepan with the reserved bacon fat over medium heat. Stir in the onion, celery, carrots, and garlic; cook and stir until the onion has softened and turned translucent, about 5 minutes. Add the flour, and stir until the mixture becomes paste-like and light golden brown, about 3 minutes. Gradually whisk the mustard, the beer, and finally the milk into the flour mixture; bring to a simmer over medium heat. Cook and stir until the mixture is thick and smooth, 5 to 10 minutes. Stir in the cheese, bacon, red pepper, salt, and pepper. Turn off the heat, and stir in the cooked macaroni. Sprinkle with the pretzel and cheese mixture before serving. "
626,kicked-up-mac-and-cheese,"['1 1/2 cups rotelle pasta', '4 tablespoons butter, divided', '1/4 cup all-purpose flour', '3 cups whole milk', '1 teaspoon dry mustard', '3/4 teaspoon salt', '1/2 teaspoon ground white pepper', '3 teaspoons hot pepper sauce', '1 cup shredded pepperjack cheese', '1 1/2 cups shredded sharp Cheddar cheese', '1/2 cup grated Parmesan cheese', '1/3 cup dry bread crumbs', '2 teaspoons chili powder']","Preheat oven to 375 degrees F (190 degrees C). Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. In a large saucepan over medium heat, melt 2 tablespoons butter. Whisk in flour and cook, stirring, 1 minute. A little at a time, whisk in milk, mustard, salt, pepper and hot sauce. Bring to a gentle boil, stirring constantly. Boil 1 minute, then remove from heat and whisk in pepperjack, Cheddar and Parmesan until smooth. Stir in cooked pasta and pour into shallow 2 quart baking dish. Melt remaining 2 tablespoons butter. Stir in bread crumbs and chili powder. Sprinkle over macaroni mixture. Bake in preheated oven 30 minutes. Let stand 10 minutes before serving. "
627,passover-mock-mac-and-cheese,"['2 cups milk', '1 1/2 cups sour cream', '1 (8 ounce) package shredded Cheddar cheese', '3 eggs', '3 tablespoons butter, melted', '1 teaspoon salt', '1/4 teaspoon ground black pepper', '3 cups matzo farfel']","Preheat oven to 350 degrees F (175 degrees C). Grease a 2-quart casserole dish. Mix milk, sour cream, Cheddar cheese, eggs, butter, salt, and black pepper in a bowl until well combined. Stir matzo farfel into sour cream mixture and pour into prepared casserole dish. Bake in the preheated oven until casserole is set and top is lightly browned, 30 to 40 minutes. "
628,israeli-couscous-and-cheese,"['2 teaspoons butter', '1 cup pearl (Israeli) couscous', '2 cups chicken broth', '1/2 cup heavy cream', '1/4 cup diced pimientos', '1 pinch cayenne pepper, or more to taste', '3 ounces shredded sharp Cheddar cheese', '1 tablespoon chopped fresh chives', 'salt and freshly ground black pepper to taste']","Melt butter in a large skillet over medium heat. Cook and stir couscous in the melted butter until slightly toasted, 2 to 3 minutes. Pour in chicken broth and bring to a boil. Reduce heat to low and simmer until most of the stock is absorbed and the couscous have plumped, 6 to 7 minutes. Stir heavy cream and pimientos into couscous; add cayenne pepper and cook until couscous is tender, 2 to 3 minutes. Add more broth if needed. Remove from heat and stir in Cheddar cheese until melted; add chives and stir to combine. Season with salt, black pepper, and cayenne pepper to taste. "
629,restaurant-style-mac-and-cheese,"['1 1/2 cups macaroni', '6 ounces processed cheese, shredded', '1/2 cup shredded Cheddar cheese', '2 tablespoons heavy cream', 'salt to taste']","Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Return drained pasta to the pot. Mix in processed cheese, Cheddar cheese, and cream. Stir until cheeses melt. Sprinkle with salt. "
630,mac-and-cheese-soup,"['3 slices bacon, chopped', '1 teaspoon bacon drippings', '1 (7 ounce) package elbow macaroni', '1 small onion, finely chopped', '1/4 teaspoon minced garlic, or to taste', '2 (14 ounce) cans chicken broth', '1 (16 ounce) jar cheese sauce (such as Ragu\xc2\xae Double Cheddar)', '2 tablespoons chicken bouillon granules', '2 teaspoons ground red chili pepper, or to taste', '1 teaspoon ground black pepper', '1 pinch crushed red pepper flakes, or to taste']","Place the chopped bacon in a large, deep skillet, and cook over medium-high heat, turning occasionally, until evenly browned, 5 to 8 minutes. Drain the bacon on a paper towel-lined plate. Reserve 1 teaspoon of the bacon drippings. Fill a pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the macaroni, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 8 minutes. Drain well in a colander set in the sink. Heat reserved bacon drippings in a large saucepan over medium heat, and cook the onion until translucent, about 5 minutes; stir in the garlic, and cook until the garlic is softened, about 2 more minutes. Mix in bacon bits, chicken broth, cheese sauce, chicken bouillon granules, ground red chili pepper, black pepper, crushed red pepper flakes, and cooked macaroni. Bring to a boil and reduce heat to a simmer; cook, stirring occasionally, until the flavors have blended, about 5 minutes. "
631,bevs-mac-and-cheese,"['1 cup elbow macaroni', '1 cup milk', '3 tablespoons all-purpose flour', 'salt and pepper to taste', '2 tablespoons butter', '1 cup shredded Cheddar cheese']","Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain and reserve. In a microwave-safe bowl, combine milk, flour and salt and pepper to taste; whisk or beat until smooth. Add butter and cheese; microwave on high for 5 minutes and whisk until smooth. Microwave for an additional 4 to 5 minutes and whisk or beat until smooth and no lumps remain. Add cooked pasta to mixture; stir and serve. "
632,classic-baked-mac-and-cheese,"['4 cups elbow macaroni, uncooked', '3 tablespoons olive oil', '1 cup chopped red onion', '2 cloves garlic, minced', '1/4 cup flour', '1 tablespoon dry mustard', '3 cups 1% milk', '4 cups KRAFT Mozza-Cheddar Light Shredded Cheese, divided']","Cook macaroni as directed on package, omitting salt. Meanwhile, heat oil in large saucepan on medium-high heat. Add onions and garlic; cook and stir 5 min. or until crisp-tender. Stir in flour and mustard; cook and stir 1 min. Gradually whisk in milk, cooking and stirring after each addition until slightly thickened. Simmer on low heat 5 to 7 min. or until thickened, stirring constantly. Remove from heat. Add 3 cups cheese; stir until melted. Heat oven to 350 degrees F. Drain macaroni. Add to cheese sauce; toss to coat. Spoon into 2.5-L casserole dish; top with remaining cheese. BAKE 20 min. or until heated through. "
633,pumpkin-lobster-mac-and-cheese,"['1 (12 ounce) package uncooked shell pasta', '2 tablespoons margarine', '1 tablespoon minced shallot', '1 tablespoon all-purpose flour', '1 (12 fluid ounce) can evaporated milk', '1 (8 ounce) package shredded Cheddar cheese', '1 (8 ounce) container mascarpone cheese', '1 cup canned pumpkin puree', '1 teaspoon lemon zest', 'salt and ground black pepper to taste', '1 pinch garlic powder, or to taste', '1 pinch paprika, or to taste', '1 pinch ground nutmeg, or to taste', '2 dashes hot sauce, or to taste', '1 pound cooked lobster tails, peeled and chopped', '1 (12 ounce) package green peas, thawed if frozen', '1/2 cup panko bread crumbs', '1/3 cup grated Parmesan cheese', '2 tablespoons margarine, melted']","Bring a large pot of lightly salted water to a rolling boil. Cook pasta shells at a boil until tender but still slightly firm, about 10 minutes; drain and set aside. Preheat the oven to 375 degrees F (190 degrees C). Grease a 9x13-inch casserole dish. Melt 2 tablespoons margarine in a skillet over medium heat. Cook and stir shallot in melted margarine until lightly browned, about 5 minutes. Whisk flour into margarine and shallots to form a smooth paste. Slowly whisk evaporated milk into flour mixture until it forms a smooth sauce; simmer until thickened, 2 to 4 minutes. Whisk shredded Cheddar cheese and mascarpone cheese into sauce until cheeses have melted, about 5 minutes. Stir pumpkin puree, lemon zest, salt, black pepper, garlic powder, paprika, nutmeg, and hot sauce into the sauce until combined. Lightly mix in lobster tail meat, green peas, and cooked pasta shells until heated through, about 5 minutes. Pour pasta mixture into prepared casserole dish; top with panko crumbs and Parmesan cheese. Drizzle 2 tablespoons of melted margarine over the casserole. Bake in the preheated oven until topping is brown and crisp, 40 minutes. "
634,walters-chicken-and-mac,"['2 cups macaroni', '2 cups diced, cooked chicken meat', '2 cups shredded Cheddar cheese', '1 (10.75 ounce) can condensed cream of chicken soup', '1 cup milk', '1 (4.5 ounce) can sliced mushrooms']","Bring a large pot of lightly salted water to a boil. Add macaroni and cook for 8 minutes or until al dente; drain. Preheat oven to 350 degrees F (175 degrees C). In a large bowl combine cooked macaroni, chicken, cheddar cheese, soup, milk and mushrooms. Place mixture in a 9x13 inch baking dish. Bake uncovered in preheated oven for 50 to 60 minutes; serve. "
635,mac-and-cheese-bake,"['20 ounces elbow macaroni', '1/2 cup butter', '3/8 cup all-purpose flour', '6 cups milk', '1 1/2 pounds shredded sharp Cheddar cheese', '3/4 cup bread crumbs', '2 tablespoons melted butter']","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish. Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally, until cooked through but firm to the bite, 8 minutes; drain. Melt 1/2 cup butter in a large pot over medium heat; stir flour into butter until smooth. Stream milk into the butter mixture while stirring; bring to a boil. Cook and stir until thickened, about 2 minutes. Reduce heat to medium-low. Add Cheddar cheese in small batches, stirring each into the milk mixture and melting until adding the next. Add macaroni and stir to coat. Pour macaroni into prepared baking dish. Stir bread crumbs and melted butter together in a small bowl; sprinkle over the macaroni. Bake in preheated oven until the top is golden brown, 35 to 40 minutes. "
636,velveeta-salsa-mac-and-cheese,"['1 pound ground round', '1 teaspoon minced garlic', '1 (16 ounce) jar chunky salsa', '2 cups water', '1 (7 ounce) package elbow macaroni', '12 ounces processed cheese food (such as Velveeta\xc2\xae), cut into 1 1/2-inch', 'chunks']","Heat a large skillet over medium-high heat. Cook and stir beef and garlic in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease. Add salsa and water; bring to a boil. Stir in macaroni; reduce heat and cover skillet. Simmer until macaroni is tender, 8 to 10 minutes. Stir cheese into mixture until melted. "
637,mexican-mac-and-cheese,"['1 1/2 pounds lean ground beef', '2 tablespoons dried onion flakes', '2 (7.25 ounce) packages dry macaroni and cheese', '15 ounces nacho cheese dip', '1 cup medium salsa', '1 (7 ounce) can diced green chiles']","In a medium skillet over medium-high heat, cook beef with onion flakes until beef is browned. Drain. In a large saucepan, cook the macaroni and cheese according to package directions. Stir in the meat and onion mixture, nacho cheese dip, salsa and green chiles. Reduce heat and simmer 15 minutes, or until heated through. "
